# BEAST v1.8.1, r6542
# Generated Mon Feb 16 10:25:11 GMT 2015 [seed=1424082293563]
state	posterior	prior	likelihood	treeModel.rootHeight	exponential.popSize	exponential.growthRate	CP1+2.kappa	CP3.kappa	frequencies1	frequencies2	frequencies3	frequencies4	CP1+2.alpha	CP3.alpha	CP1+2.mu	CP3.mu	clock.rate	CP1+2.treeLikelihood	CP3.treeLikelihood	coalescent
3263000	-12104.021648029404	-360.7704338008726	-11743.25121422853	13.695786325232277	47.73874618599692	0.1344464210941641	7.570608080825577	14.132099801383895	0.35121835571060983	0.19114096178389095	0.1941410179545987	0.2634996645509008	0.13629865435438912	1.9016587536054899	0.5933321677128941	1.8133356645742131	0.0057537464657361195	-5194.45690169827	-6548.79431253026	-344.09644118766323
3264000	-12112.766232470509	-365.43640963936724	-11747.329822831141	13.22707384375256	55.10543019445105	0.17307659454565452	7.570608080825577	14.132099801383895	0.3582331382001949	0.1841261792943059	0.1941410179545987	0.2634996645509008	0.13629865435438912	1.9016587536054899	0.581237450796719	1.8375250984065634	0.005546975993006932	-5188.474015812508	-6558.855807018634	-348.237406560352
3265000	-12105.386156369397	-370.82939328647177	-11734.556763082925	14.059155925584752	62.93541857075022	0.15710987980222796	7.570608080825577	14.073261626684817	0.3582331382001949	0.1841261792943059	0.1941410179545987	0.2634996645509008	0.13629865435438912	1.9016587536054899	0.5533471758884859	1.8933056482230295	0.005021634580806637	-5190.824457234719	-6543.732305848204	-353.75442049601276
3266000	-12118.18872380566	-371.61607184263056	-11746.57265196303	13.507364615933263	58.6383920496864	0.15144225629314265	7.570608080825577	13.149353174048676	0.355116575940367	0.1841261792943059	0.20726348684403137	0.253493757921296	0.15766318315978675	1.9016587536054899	0.5951754874912691	1.809649025017463	0.0053819355701809615	-5183.812845661117	-6562.759806301912	-354.7203998727601
3267000	-12097.12208560337	-363.07653713739467	-11734.045548465976	13.416067600577962	44.204215775921135	0.11566831134903313	6.862574047996508	13.149353174048676	0.355116575940367	0.18147076864665315	0.2099188974916841	0.253493757921296	0.15766318315978675	1.9016587536054899	0.5662103380253267	1.867579323949348	0.005804196876997364	-5184.861814144588	-6549.183734321389	-346.9365749901971
3268000	-12115.856477621452	-368.9102512808715	-11746.94622634058	13.430989073899509	43.09059232156046	0.13086963440258562	6.267722985630176	13.149353174048676	0.355116575940367	0.18147076864665315	0.2099188974916841	0.253493757921296	0.15766318315978675	1.9016587536054899	0.58311646978173	1.8337670604365413	0.005215256872244865	-5202.714735001451	-6544.23149133913	-352.87132941510697
3269000	-12111.818226377172	-367.41010805046716	-11744.408118326704	13.38316174282565	43.315793560086504	0.13793906094321576	8.037632938837474	13.149353174048676	0.355116575940367	0.18147076864665315	0.2099188974916841	0.253493757921296	0.14444236447253098	1.9016587536054899	0.6145292266832213	1.7709415466335587	0.005414486887012972	-5202.560653316301	-6541.847465010404	-350.8850530013676
3270000	-12116.698173845665	-370.21203558240194	-11746.486138263263	13.532301458199274	40.157001750305966	0.11690295432492745	8.037632938837474	13.64037385871461	0.335073006725622	0.18147076864665315	0.2099188974916841	0.273537327136041	0.16791951347564466	1.9016587536054899	0.6347638060381783	1.7304723879236448	0.005256628359266945	-5202.216651625208	-6544.269486638055	-353.89349024239914
3271000	-12121.441750184951	-369.3873775802692	-11752.054372604682	13.221526028106648	53.38589932361212	0.16244107911215988	8.418344507691058	13.64037385871461	0.335073006725622	0.18147076864665315	0.2099188974916841	0.273537327136041	0.16856614288596364	1.9016587536054899	0.5877011941059994	1.8245976117880025	0.005258938769179163	-5200.874867808866	-6551.179504795816	-352.2089682305719
3272000	-12108.957891877797	-366.4204473722139	-11742.537444505582	12.887486358466061	57.40892999957949	0.1636075993295111	8.418344507691058	13.64037385871461	0.335073006725622	0.18147076864665315	0.2099188974916841	0.273537327136041	0.17766500172029745	1.9016587536054899	0.5843815125157599	1.8312369749684816	0.005379172949507518	-5196.066876397302	-6546.470568108281	-349.12090002652883
3273000	-12113.13183765738	-366.0797318526465	-11747.052105804734	13.234856073560294	45.39410790995979	0.1429526033235416	8.418344507691058	13.64037385871461	0.335073006725622	0.17717899904812578	0.2099188974916841	0.27782909673456835	0.17766500172029745	1.9119174475794818	0.5983430541242712	1.8033138917514588	0.005632594309929553	-5198.010011297509	-6549.042094507225	-349.176340875735
3274000	-12115.594837439965	-365.44639364090955	-11750.148443799055	13.254245244374712	53.754951216838016	0.14043200852759405	8.418344507691058	13.64037385871461	0.335073006725622	0.17717899904812578	0.2099188974916841	0.27782909673456835	0.12404025957128229	1.8225108956516938	0.5878856014484921	1.824228797103017	0.005603556124085721	-5206.3246009411	-6543.823842857954	-348.69259946211173
3275000	-12114.330529356313	-364.29102440221743	-11750.039504954097	13.648465163242307	33.253804406899455	0.08319243060412136	6.776891523308809	12.045630671028144	0.335073006725622	0.17717899904812578	0.2099188974916841	0.27782909673456835	0.12404025957128229	1.8225108956516938	0.5185270057646031	1.9629459884707952	0.0053056356824268324	-5208.011157509621	-6542.028347444477	-349.29361302526024
3276000	-12117.549785315801	-359.6561232091041	-11757.893662106697	12.46079409568661	19.795809884454094	0.0357793943293283	6.776891523308809	12.045630671028144	0.31477941767477285	0.19747258809897494	0.2099188974916841	0.27782909673456835	0.12404025957128229	1.8225108956516938	0.522748127604823	1.9545037447903553	0.005345254085834523	-5209.6372074746605	-6548.256454632036	-345.68635655046813
3277000	-12115.43688498925	-363.2722416311973	-11752.164643358054	13.283460667471328	36.42709601551852	0.10608847204537558	6.776891523308809	12.045630671028144	0.31477941767477285	0.19747258809897494	0.2099188974916841	0.27782909673456835	0.12404025957128229	1.5398641860491715	0.5296502909159845	1.9406994181680324	0.005524303915027624	-5206.334942068032	-6545.829701290022	-348.46601057544757
3278000	-12125.500051695617	-364.9757781094276	-11760.52427358619	12.72266383043529	54.37065048702202	0.13335661963771256	6.776891523308809	12.045630671028144	0.31477941767477285	0.19747258809897494	0.2099188974916841	0.27782909673456835	0.13474198661553813	1.5398641860491715	0.5332084155690107	1.93358316886198	0.005444378125567297	-5214.347385884492	-6546.176887701699	-349.46475375049175
3279000	-12115.640718027526	-363.61458753892515	-11752.0261304886	12.773144189531038	45.86443089441908	0.15345627057877786	6.776891523308809	12.045630671028144	0.31477941767477285	0.19747258809897494	0.2099188974916841	0.27782909673456835	0.13474198661553813	1.5398641860491715	0.5840073744335325	1.8319852511329364	0.005349370800406681	-5198.827285444671	-6553.19884504393	-348.0702145201734
3280000	-12118.583303755608	-364.5854127029339	-11753.997891052673	12.842669770533538	48.51104069825993	0.1427337778247584	7.833441208880746	11.93474829575315	0.31477941767477285	0.19747258809897494	0.2099188974916841	0.27782909673456835	0.1670003602638625	1.5398641860491715	0.5697600023689254	1.8604799952621505	0.00625221330964443	-5197.592551081642	-6556.40533997103	-348.6379160348524
3281000	-12109.85015142819	-359.89213083833243	-11749.958020589858	12.8919665121929	41.03236875774014	0.12603005702834383	7.833441208880746	11.93474829575315	0.31477941767477285	0.19747258809897494	0.2099188974916841	0.27782909673456835	0.1670003602638625	1.5398641860491715	0.5685854727034164	1.8628290545931685	0.005405796284240694	-5205.533668129426	-6544.424352460433	-344.4654338926197
3282000	-12112.34374233969	-357.65121729454785	-11754.692525045142	13.162136698969034	28.529109567218896	0.0881996452404029	7.833441208880746	11.93474829575315	0.3402872618088672	0.1719647439648806	0.2099188974916841	0.27782909673456835	0.1670003602638625	1.5398641860491715	0.6093875131066211	1.7812249737867591	0.005472401110025558	-5195.64418049962	-6559.048344545522	-342.98804500681234
3283000	-12113.69395874622	-364.5516766209931	-11749.142282125227	13.207503858665277	31.762820963806153	0.09430826655574785	7.833441208880746	14.865515851139877	0.3402872618088672	0.1719647439648806	0.2099188974916841	0.27782909673456835	0.1471430754319339	1.620730442478703	0.5826395131117504	1.8347209737765005	0.00551367928808122	-5199.979523192473	-6549.1627589327545	-349.1430043623304
3284000	-12117.912016227201	-363.1722190356225	-11754.739797191578	13.335438930838796	49.56362469382369	0.1565107969064889	7.833441208880746	13.175534572900016	0.3402872618088672	0.1719647439648806	0.2099188974916841	0.27782909673456835	0.1471430754319339	1.620730442478703	0.5859813479329316	1.8280373041341382	0.0051642488289215	-5198.459551925241	-6556.280245266338	-346.94246738693414
3285000	-12115.287660513979	-364.8824258664933	-11750.405234647485	13.404040556712674	50.4525444609947	0.16994971061070335	7.833441208880746	13.175534572900016	0.3402872618088672	0.1719647439648806	0.2099188974916841	0.27782909673456835	0.1471430754319339	1.620730442478703	0.6059052467146309	1.7881895065707396	0.0055679076995492505	-5197.944204025284	-6552.461030622202	-348.4277171203427
3286000	-12113.768482344518	-367.77534585129047	-11745.993136493227	12.786985874263983	61.22980716324041	0.18051565982598164	7.833441208880746	13.043150615172465	0.3402872618088672	0.1719647439648806	0.2099188974916841	0.27782909673456835	0.1471430754319339	1.775844297267597	0.5641316658920535	1.8717366682158942	0.005155368530066311	-5198.867822574751	-6547.1253139184755	-350.78477140413304
3287000	-12106.707844962504	-364.5881163038676	-11742.119728658636	13.180378128236143	71.31191141037627	0.20886478021306587	7.833441208880746	13.043150615172465	0.3402872618088672	0.1719647439648806	0.2099188974916841	0.27782909673456835	0.1471430754319339	1.775844297267597	0.5856977887580306	1.8286044224839402	0.005230964254298836	-5193.986590612394	-6548.133138046242	-347.12729390427853
3288000	-12101.947419209668	-362.6399879255158	-11739.307431284153	13.351174732050566	58.37232919114088	0.20514661741804688	7.833441208880746	12.818239348898745	0.3402872618088672	0.18699529098333068	0.20940960557641242	0.26330784163139	0.1471430754319339	1.775844297267597	0.5896093997106094	1.8207812005787825	0.005625152566269084	-5191.341404178992	-6547.966027105161	-345.39196467913865
3289000	-12114.664453742344	-361.63276766319734	-11753.031686079146	12.942351633979165	42.61232243521188	0.11985813898277742	7.833441208880746	12.818239348898745	0.3402872618088672	0.18699529098333068	0.20940960557641242	0.26330784163139	0.1471430754319339	1.775844297267597	0.6124872774848307	1.77502544503034	0.005892160155325787	-5191.602811379149	-6561.428874699997	-345.57327584253056
3290000	-12122.295718839609	-369.6972577342725	-11752.598461105335	13.03382810627921	55.16361937527902	0.16329190322473847	7.833441208880746	12.818239348898745	0.3402872618088672	0.18699529098333068	0.2048326253066138	0.2678848219011886	0.1471430754319339	1.775844297267597	0.5918356945967709	1.8163286108064596	0.005969450875786946	-5195.602978278768	-6556.995482826566	-352.89144813065593
3291000	-12099.47446514928	-360.50926484387116	-11738.965200305409	12.9527440765135	65.17190195543326	0.18149026235666008	8.734936327326217	12.048554311857377	0.3402872618088672	0.18699529098333068	0.2048326253066138	0.2678848219011886	0.1471430754319339	1.775844297267597	0.5590808359432266	1.8818383281135482	0.00578623851464491	-5198.412300915656	-6540.552899389753	-343.31302072411944
3292000	-12106.809008120996	-359.392870692659	-11747.416137428336	12.871378025552893	56.84972186597272	0.15750344197830884	7.651830339746778	12.048554311857377	0.3402872618088672	0.18699529098333068	0.2048326253066138	0.2678848219011886	0.1471430754319339	1.775844297267597	0.5793054607367236	1.841389078526554	0.006106126499194996	-5198.926284130275	-6548.4898532980615	-342.7501856448784
3293000	-12116.661724107784	-366.210540355052	-11750.451183752732	13.1524797382489	54.28700421542752	0.16936556932289193	7.651830339746778	14.120548008884011	0.34157077771897737	0.1857117750732205	0.2048326253066138	0.2678848219011886	0.1471430754319339	1.775844297267597	0.5791463211876638	1.8417073576246736	0.0055071426838991175	-5199.579604090195	-6550.8715796625365	-349.2874681406804
3294000	-12110.3138570641	-366.9882976284136	-11743.325559435687	13.22955248180458	52.97945891820097	0.15364543378419587	7.651830339746778	14.120548008884011	0.3466028914763669	0.18067966131583094	0.2048326253066138	0.2678848219011886	0.1471430754319339	1.775844297267597	0.6040653837689035	1.791869232462194	0.005353696865692641	-5191.084289246597	-6552.24127018909	-350.284673203946
3295000	-12110.98224698911	-360.94624451129283	-11750.036002477817	13.523990894312163	44.70686146286473	0.13940479422229515	7.651830339746778	14.120548008884011	0.3466028914763669	0.18067966131583094	0.2048326253066138	0.2678848219011886	0.1471430754319339	1.775844297267597	0.567454095004866	1.8650918099902691	0.005215730534268925	-5184.768111857581	-6565.267890620235	-344.5867072844041
3296000	-12140.484842378748	-366.9816943502049	-11773.503148028543	13.477995547901456	52.041741890748725	0.15074063708604318	7.651830339746778	14.120548008884011	0.3466028914763669	0.18067966131583094	0.2048326253066138	0.2678848219011886	0.1471430754319339	1.775844297267597	0.5995882872053284	1.8008234255893443	0.005422935703769879	-5192.436968051609	-6581.066179976933	-350.3167859000604
3297000	-12121.715056278923	-362.4828845293621	-11759.232171749562	12.78157385963196	68.55129572505113	0.17834405993911145	7.651830339746778	12.525129678691204	0.3466028914763669	0.18067966131583094	0.2048326253066138	0.2678848219011886	0.15207053886820604	1.775844297267597	0.5995882872053284	1.8008234255893443	0.005640611150979374	-5194.078986758136	-6565.153184991426	-345.4375574040526
3298000	-12127.843380736558	-361.8347685924921	-11766.008612144065	13.469248215029893	73.58758344000718	0.2297865071228846	7.651830339746778	12.525129678691204	0.3466028914763669	0.18067966131583094	0.20521103477853692	0.2675064124292655	0.19668347072240985	1.8845821616620229	0.5986977855208052	1.8026044289583907	0.005382084588770741	-5205.329535392483	-6560.679076751581	-343.8967303303823
3299000	-12109.317793965552	-367.5574711367189	-11741.760322828834	13.31639408269225	79.07611302957305	0.20859401452356688	7.651830339746778	12.525129678691204	0.3466028914763669	0.18067966131583094	0.20521103477853692	0.2675064124292655	0.1257304991206884	1.8845821616620229	0.5594014475867454	1.8811971048265104	0.005192667135986053	-5191.8090105122665	-6549.951312316567	-349.94659345247646
3300000	-12112.55064596542	-369.9931858057216	-11742.557460159698	13.205199072326934	49.456558601344376	0.178966580107344	7.651830339746778	12.525129678691204	0.3413481193570046	0.18593443343519325	0.20521103477853692	0.2675064124292655	0.1257304991206884	1.8845821616620229	0.5659140999046206	1.8681718001907597	0.0054261887227652576	-5199.565056035555	-6542.992404124143	-353.139324547076
3301000	-12111.599610674422	-363.38319092526837	-11748.216419749155	12.743906948124394	38.384987692899045	0.09495818082099391	7.651830339746778	12.525129678691204	0.3413481193570046	0.18593443343519325	0.20521103477853692	0.2675064124292655	0.1257304991206884	1.8845821616620229	0.5364937274689712	1.9270125450620585	0.005592014829528328	-5196.276140602343	-6551.940279146813	-347.66706212949157
3302000	-12110.439605736088	-361.9938858372461	-11748.445719898842	12.816477963917281	44.55530667195635	0.13944170557044502	7.651830339746778	12.525129678691204	0.3413481193570046	0.18593443343519325	0.20521103477853692	0.2675064124292655	0.1257304991206884	1.8845821616620229	0.5399769490041468	1.9200461019917072	0.005323672957619799	-5201.952748924631	-6546.49297097421	-345.68918521054746
3303000	-12114.52884081471	-363.7831875645683	-11750.745653250142	13.182541065473451	60.144129458920446	0.18330915847587434	7.651830339746778	12.67077519555189	0.3413481193570046	0.18593443343519325	0.20521103477853692	0.2675064124292655	0.1257304991206884	1.8845821616620229	0.5853173612167103	1.8293652775665803	0.005326970088460169	-5204.201105776943	-6546.544547473199	-346.6787961098594
3304000	-12117.978381788958	-363.44770746548437	-11754.530674323474	13.674867900747941	33.258640171821625	0.09843014795618274	7.651830339746778	12.67077519555189	0.3413481193570046	0.18593443343519325	0.20521103477853692	0.2675064124292655	0.1257304991206884	1.6873961104051312	0.5775347563341864	1.8449304873316281	0.005353911611923591	-5200.773104700043	-6553.757569623431	-348.24766689872746
3305000	-12123.910036611816	-360.1734943076243	-11763.736542304192	13.591016994867942	32.651353952761724	0.08997991463980563	7.429970691921842	12.67077519555189	0.33636164295183624	0.19312850402033777	0.20300344059856074	0.2675064124292655	0.16391646897370812	1.6873961104051312	0.5376061219567063	1.9247877560865883	0.005625413460624875	-5199.9333434123155	-6563.803198891877	-345.01095352090897
3306000	-12116.792142749055	-363.4255889567568	-11753.366553792297	13.603010933684876	35.14108987647578	0.1202308780167132	7.429970691921842	12.67077519555189	0.33636164295183624	0.19312850402033777	0.20300344059856074	0.2675064124292655	0.16391646897370812	2.010081463954697	0.5969690862097299	1.8060618275805411	0.005729632535395188	-5201.292252555725	-6552.074301236572	-347.19632148341793
3307000	-12113.930931652267	-364.91776456721755	-11749.01316708505	13.58978524471395	63.42988529330632	0.17103886182674602	7.429970691921842	12.67077519555189	0.33636164295183624	0.19312850402033777	0.20300344059856074	0.2675064124292655	0.16391646897370812	2.010081463954697	0.5181249757628366	1.9637500484743278	0.005266822205478614	-5197.787009907275	-6551.2261571777735	-347.62333628944447
3308000	-12105.267620875682	-363.97000673994347	-11741.29761413574	13.544134189763543	44.34083561519692	0.130932663705961	7.429970691921842	13.12707625305623	0.33636164295183624	0.19312850402033777	0.20300344059856074	0.2675064124292655	0.16391646897370812	2.010081463954697	0.5529378066849394	1.894124386630122	0.005531210107949108	-5203.730312439082	-6537.567301696657	-347.35732414115114
3309000	-12115.973104009146	-362.1731808279831	-11753.799923181163	12.705648124325611	49.628102709729	0.15007717958741335	6.507133010519206	12.9206107702846	0.3489537397415849	0.19312850402033777	0.20731464215039444	0.2506031140876831	0.14216738389580766	2.1646858596395924	0.5912753530029342	1.8174492939941325	0.005641361494700634	-5204.083885387635	-6549.716037793527	-345.19895429825306
3310000	-12118.471352286066	-368.56795275909116	-11749.903399526975	13.045264085790523	53.55648755571638	0.1283747760408917	6.507133010519206	12.9206107702846	0.3489537397415849	0.19312850402033777	0.20731464215039444	0.2506031140876831	0.14216738389580766	2.1646858596395924	0.6086782794111029	1.7826434411777952	0.005746363026671856	-5194.198821603029	-6555.704577923946	-351.7334153883814
3311000	-12118.410536566385	-371.1011069907548	-11747.309429575631	13.197911353997926	62.13536634406169	0.17961136460108115	6.507133010519206	12.9206107702846	0.3489537397415849	0.19312850402033777	0.20731464215039444	0.2506031140876831	0.14216738389580766	2.1646858596395924	0.5459240179859678	1.9081519640280653	0.005414845101116812	-5198.948267545447	-6548.3611620301845	-353.61991909832915
3312000	-12116.262748384032	-368.679906210892	-11747.58284217314	13.934236669542347	44.75491995109208	0.12671071219655922	6.507133010519206	12.9206107702846	0.3489537397415849	0.19312850402033777	0.20731464215039444	0.2506031140876831	0.14216738389580766	2.1646858596395924	0.6038494381228121	1.7923011237543767	0.00558157986278401	-5197.147316864404	-6550.435525308736	-352.0734377944007
3313000	-12114.190347115496	-363.53774295055797	-11750.652604164938	13.76261246719502	31.037809374249402	0.10108362189649148	7.2558005058632045	13.445768176243146	0.3489537397415849	0.19246513011847213	0.20731464215039444	0.25126648798954876	0.14216738389580766	1.7543889608270862	0.5553903661250517	1.8892192677498976	0.005367543744346057	-5194.105342848861	-6556.547261316076	-348.1775422272004
3314000	-12119.384850513437	-370.77080215787333	-11748.614048355565	13.64759405426022	43.779936387855706	0.09104498845472148	7.2558005058632045	13.445768176243146	0.3489537397415849	0.19246513011847213	0.20731464215039444	0.25126648798954876	0.14216738389580766	1.9957600397770083	0.566082744030852	1.8678345119382969	0.005434163628204	-5189.74754027907	-6558.866508076496	-354.6825134215903
3315000	-12132.729440253319	-368.7686881184264	-11763.960752134892	13.930743140170945	44.41990563505067	0.13621576137163316	7.2558005058632045	12.485584226819869	0.3489537397415849	0.19252124889072453	0.20731464215039444	0.25121036921729634	0.14216738389580766	1.7532106532279639	0.5574219982105642	1.8851560035788726	0.005474659271976147	-5204.72090138482	-6559.239850750073	-352.8021441811919
3316000	-12113.423647024623	-360.07738218876585	-11753.346264835858	13.479736981692444	47.209554024845296	0.1461476024979836	7.2558005058632045	12.485584226819869	0.3489537397415849	0.19252124889072453	0.20731464215039444	0.25121036921729634	0.14216738389580766	1.7532106532279639	0.5472207708656631	1.9055584582686746	0.005589418242461278	-5202.801415963656	-6550.544848872202	-343.9225610416499
3317000	-12113.076326911178	-366.8390263244728	-11746.237300586705	13.531062106506484	63.559392285925654	0.18287279743081938	7.2558005058632045	12.485584226819869	0.3489537397415849	0.19252124889072453	0.20731464215039444	0.25121036921729634	0.14216738389580766	1.7532106532279639	0.6018417161057021	1.7963165677885966	0.00548076498551274	-5198.181512815551	-6548.055787771154	-350.0066204698545
3318000	-12112.922383253768	-360.9880261256335	-11751.934357128135	13.314226313994624	53.30515977016966	0.14835758595452367	7.2558005058632045	12.485584226819869	0.3489537397415849	0.19252124889072453	0.20731464215039444	0.25121036921729634	0.14216738389580766	1.7532106532279639	0.5506087666910019	1.898782466617997	0.005654508775044441	-5192.137231164159	-6559.797125963975	-344.6760430467058
3319000	-12111.608542390739	-367.38812203571143	-11744.220420355028	13.103628084941334	56.309808353495086	0.16411356293922322	8.285963646023987	12.485584226819869	0.3489537397415849	0.19252124889072453	0.20731464215039444	0.25121036921729634	0.14216738389580766	2.049964437571127	0.5582097568018043	1.8835804863963923	0.005262507688763246	-5191.525511102557	-6552.694909252472	-350.0984305891765
3320000	-12104.789681329215	-363.4692571771726	-11741.320424152043	13.022426205618862	53.692873926762374	0.18022032996188447	6.9628850486745	12.485584226819869	0.3489537397415849	0.19252124889072453	0.20731464215039444	0.25121036921729634	0.14110745316444176	1.9940322398469925	0.5578734335227284	1.884253132954544	0.005335648775906878	-5185.1366004368765	-6556.183823715167	-346.44408392727564
3321000	-12107.5099767366	-371.0522244244243	-11736.457752312175	13.507749423335808	35.95791766791255	0.10711817357662928	6.9628850486745	12.485584226819869	0.3489537397415849	0.19252124889072453	0.20731464215039444	0.25121036921729634	0.14110745316444176	1.6103400480415069	0.5687723709399586	1.8624552581200837	0.005295917982857008	-5192.226077091857	-6544.231675220318	-355.99487169517494
3322000	-12117.755805693592	-370.1799611802742	-11747.575844513318	13.116832097818534	48.875316759095284	0.12888418586042788	6.9628850486745	12.485584226819869	0.3605745197365929	0.18090046889571657	0.20731464215039444	0.25121036921729634	0.14110745316444176	1.6103400480415069	0.624640328942008	1.7507193421159848	0.005585227475196321	-5199.126033473355	-6548.449811039963	-354.5330558476315
3323000	-12108.922126022848	-370.1255258206764	-11738.796600202171	13.08889001436675	71.12602438544981	0.19134742988424233	7.801689289170443	12.485584226819869	0.3605745197365929	0.18090046889571657	0.20731464215039444	0.25121036921729634	0.14110745316444176	1.6103400480415069	0.5879637880293201	1.8240724239413606	0.005384646796088185	-5187.765876877651	-6551.030723324519	-353.2719883765741
3324000	-12112.564518364783	-369.52825106637556	-11743.036267298408	13.053861505728989	79.55048410034681	0.20126928344151426	7.801689289170443	12.485584226819869	0.34921851764135947	0.19225647099094997	0.20731464215039444	0.25121036921729634	0.16409467074281553	1.6103400480415069	0.5359127797058494	1.9281744405883021	0.005451198093764221	-5198.823195286528	-6544.213072011881	-352.39859053237143
3325000	-12114.182947074785	-370.904773994296	-11743.278173080489	13.265572622635911	68.13267383840217	0.19066180325444967	7.801689289170443	12.485584226819869	0.34921851764135947	0.19225647099094997	0.20731464215039444	0.25121036921729634	0.16409467074281553	1.769982882922655	0.5838220718844163	1.8323558562311684	0.005363052478513563	-5197.53744284082	-6545.740730239669	-353.7397133183424
3326000	-12106.413457342082	-363.5202852978544	-11742.893172044227	13.008085694105793	67.21421712911436	0.21008053446083025	7.9761207278898585	12.485584226819869	0.34921851764135947	0.19225647099094997	0.20731464215039444	0.25121036921729634	0.16409467074281553	1.567813593042031	0.5952169247403609	1.809566150519279	0.005487480299044156	-5188.346343577222	-6554.546828467005	-346.5054054025487
3327000	-12107.526679313534	-359.349437695876	-11748.17724161766	12.961472332258573	41.67264010812427	0.1370400115175829	7.9761207278898585	12.485584226819869	0.34921851764135947	0.19225647099094997	0.20731464215039444	0.25121036921729634	0.12607718789924746	1.567813593042031	0.5596398027622419	1.880720394475517	0.005836952787217441	-5196.9630492870065	-6551.214192330653	-343.6171158287048
3328000	-12111.8988510016	-359.5513210307816	-11752.347529970819	12.866135311873153	42.94681992614406	0.14199560658587254	7.9761207278898585	12.485584226819869	0.33169692249723753	0.19225647099094997	0.20731464215039444	0.2687319643614183	0.13987571920740247	1.7188002850905872	0.5791118152486135	1.8417763695027738	0.0058398367051079	-5199.0967311743525	-6553.250798796467	-343.4049171370336
3329000	-12124.384079224032	-366.454287446654	-11757.929791777378	13.069176261847762	39.63928713829712	0.08674775052379424	7.9761207278898585	12.485584226819869	0.33169692249723753	0.18192213324384054	0.21457351490313348	0.27180742935578867	0.13987571920740247	1.7188002850905872	0.5755265405103519	1.848946918979297	0.005279981548936526	-5201.222036289463	-6556.707755487915	-351.08490731455316
3330000	-12119.001561163073	-366.01021034179246	-11752.991350821281	12.811495067944575	28.482085805417555	0.07455576542989548	7.9761207278898585	12.485584226819869	0.3248737190976177	0.18192213324384054	0.21457351490313348	0.2786306327554085	0.13247479436685536	1.8063974068847386	0.551289629931625	1.8974207401367509	0.005459511734999642	-5191.869925026025	-6561.121425795257	-350.9160325865792
3331000	-12134.182305253404	-375.1425826851944	-11759.03972256821	12.889551478196312	29.559418436026228	0.025434896993968593	7.9761207278898585	12.485584226819869	0.3248737190976177	0.18192213324384054	0.21457351490313348	0.2786306327554085	0.13247479436685536	1.8063974068847386	0.5082656118380652	1.9834687763238705	0.005273403565727077	-5206.446123975162	-6552.593598593048	-360.5728574301914
3332000	-12112.571473756074	-364.2410497764716	-11748.330423979602	13.0988601363752	35.00285811444257	0.1060342193250525	7.9761207278898585	12.485584226819869	0.3248737190976177	0.18192213324384054	0.21457351490313348	0.2786306327554085	0.13247479436685536	1.8063974068847386	0.533147382159753	1.933705235680495	0.005540321684339788	-5198.7392361243155	-6549.591187855287	-348.5854770764284
3333000	-12122.871608267289	-364.33009119495205	-11758.541517072337	13.593632354913805	54.329930795930025	0.16629234957001765	7.9761207278898585	12.485584226819869	0.3248737190976177	0.18192213324384054	0.21457351490313348	0.2786306327554085	0.13247479436685536	1.8063974068847386	0.5494737620741235	1.901052475851754	0.005545032808419391	-5200.693266173365	-6557.848250898972	-347.5798210632046
3334000	-12114.814572266601	-368.06971466925097	-11746.74485759735	13.296691125992306	53.11245709356426	0.14061827058525064	7.9761207278898585	12.485584226819869	0.3248737190976177	0.18192213324384054	0.21457351490313348	0.2786306327554085	0.129227478656848	1.9927732140079113	0.5611786162872101	1.8776427674255807	0.004993369462543755	-5202.338479180945	-6544.4063784164055	-351.3324009751973
3335000	-12110.973977697297	-366.44005500926585	-11744.533922688031	12.97143319187247	53.880978403046825	0.15794104608075182	7.9761207278898585	12.72894254377359	0.3248737190976177	0.19498803852834487	0.20150760961862915	0.2786306327554085	0.14752486478751892	1.3820510410878801	0.5945127732534083	1.8109744534931842	0.00512817966634959	-5196.662955952929	-6547.870966735101	-350.63099803372154
3336000	-12118.944430122832	-369.87580101318594	-11749.068629109646	13.237667181104575	37.16501861640009	0.11978240113383606	7.9761207278898585	12.72894254377359	0.3248737190976177	0.19498803852834487	0.20150760961862915	0.2786306327554085	0.14752486478751892	2.5263484905307028	0.6226200192965129	1.754759961406975	0.00541612428147575	-5202.7394224029795	-6546.329206706668	-352.5231598789047
3337000	-12115.468380193963	-366.103355570329	-11749.365024623634	12.902600854095542	49.2841433716732	0.13720367169951236	7.9761207278898585	12.72894254377359	0.3248737190976177	0.19498803852834487	0.20150760961862915	0.2786306327554085	0.13539186958836835	2.5263484905307028	0.555498710041779	1.889002579916443	0.00544099642684951	-5197.884937353	-6551.480087270634	-348.29964902084686
3338000	-12113.164440548719	-363.0231973381211	-11750.141243210597	13.025321764645106	46.49491944401443	0.14530585455227396	7.9761207278898585	12.72894254377359	0.3248737190976177	0.19498803852834487	0.20150760961862915	0.2786306327554085	0.13539186958836835	2.5263484905307028	0.5514712445449677	1.8970575109100656	0.005716611384378344	-5199.475223873426	-6550.66601933717	-345.1414326945927
