# BEAST v1.8.1, r6542
# Generated Mon Feb 16 10:25:11 GMT 2015 [seed=1424082293563]
state	posterior	prior	likelihood	treeModel.rootHeight	exponential.popSize	exponential.growthRate	CP1+2.kappa	CP3.kappa	frequencies1	frequencies2	frequencies3	frequencies4	CP1+2.alpha	CP3.alpha	CP1+2.mu	CP3.mu	clock.rate	CP1+2.treeLikelihood	CP3.treeLikelihood	coalescent
7097000	-12119.40741042779	-367.2614632909859	-11752.145947136803	13.777488350023058	31.29555628164325	0.08292485080482648	7.70644168918301	9.82147313967855	0.34887430193238483	0.18543674163136203	0.19889210684653105	0.26679684958972166	0.14395194764482422	1.8832509514500833	0.582296957090839	1.835406085818322	0.005343897933185517	-5190.323140138111	-6561.822806998692	-352.33702581891646
7098000	-12137.069227175954	-367.60687294151097	-11769.462354234443	13.81186439446244	29.65239132216386	0.08218558367218243	7.70644168918301	9.82147313967855	0.34887430193238483	0.18543674163136203	0.19889210684653105	0.26679684958972166	0.14395194764482422	1.8832509514500833	0.6124694713194304	1.775061057361139	0.005664117810280987	-5201.657679774954	-6567.804674459489	-352.6908827225812
7099000	-12114.529886046734	-368.35293254960476	-11746.176953497128	13.8619841080798	35.94176051286409	0.11375886305136193	7.70644168918301	11.983054877570533	0.34887430193238483	0.18543674163136203	0.19889210684653105	0.26679684958972166	0.14395194764482422	1.8832509514500833	0.5723119936166124	1.8553760127667749	0.00523155318660373	-5191.562782340789	-6554.614171156338	-352.596245564996
7100000	-12130.303731193848	-372.6503382125713	-11757.653392981276	13.8849638448206	25.590882563986753	0.06845434158604576	7.70644168918301	11.983054877570533	0.34887430193238483	0.18543674163136203	0.19889210684653105	0.26679684958972166	0.15399170222608252	1.8832509514500833	0.6013899316465423	1.7972201367069152	0.005036021284210244	-5196.416909245285	-6561.236483735992	-357.7297554346963
7101000	-12140.954276107303	-374.4410070403107	-11766.513269066993	13.807824450809095	22.859986496705513	0.02028230669110224	7.70644168918301	11.983054877570533	0.34887430193238483	0.18543674163136203	0.19889210684653105	0.26679684958972166	0.15399170222608252	1.8832509514500833	0.6052510406289815	1.7894979187420368	0.005629720380773775	-5212.236570588155	-6554.276698478837	-360.06836864427174
7102000	-12145.080690170491	-380.9532870696082	-11764.127403100883	13.81616517638716	16.9554203524658	-0.02037861397200115	7.70644168918301	11.983054877570533	0.35008799165190113	0.18422305191184574	0.19889210684653105	0.26679684958972166	0.14413038368710102	1.8832509514500833	0.583119508339632	1.833760983320736	0.005057044964271697	-5204.754376822059	-6559.373026278825	-366.98360641573487
7103000	-12128.644219066313	-367.9164848116069	-11760.727734254706	13.66349177199584	21.594378366628675	0.05096596159947493	7.70644168918301	11.983054877570533	0.35008799165190113	0.17869311597993412	0.20442204277844267	0.26679684958972166	0.14413038368710102	1.8832509514500833	0.5477632103770339	1.9044735792459322	0.005685563078109085	-5201.213313563299	-6559.514420691406	-353.27709530720085
7104000	-12120.525848583997	-368.5728629440061	-11751.952985639991	13.735174329624884	31.140609970582183	0.0612411499574375	7.70644168918301	11.983054877570533	0.34800350355841747	0.17869311597993412	0.20650653087192633	0.26679684958972166	0.14413038368710102	1.8832509514500833	0.5541828458130273	1.8916343083739453	0.005171543411233484	-5196.639031097125	-6555.313954542867	-353.5374216500514
7105000	-12119.764625811109	-369.9659767358379	-11749.798649075272	14.172113268077132	18.112498498111876	0.012007684403281853	7.70644168918301	11.983054877570533	0.34800350355841747	0.17869311597993412	0.20650653087192633	0.26679684958972166	0.14413038368710102	1.90383446737512	0.5828229907657956	1.8343540184684088	0.0051165654741861175	-5197.393712483142	-6552.40493659213	-355.972813139144
7106000	-12116.85766289093	-372.9571278430159	-11743.900535047915	13.773737732663431	21.864012544250297	0.019597772306805414	7.70644168918301	11.983054877570533	0.34800350355841747	0.17869311597993412	0.20650653087192633	0.26679684958972166	0.14413038368710102	1.9978977708503354	0.5686962519572486	1.8626074960855028	0.005144771510741378	-5193.721210949064	-6550.179324098851	-358.50164598974345
7107000	-12129.857935569362	-372.64027559694966	-11757.217659972412	14.17680611622816	21.82833147775864	0.03676700061932532	8.762155961599342	11.983054877570533	0.34800350355841747	0.17869311597993412	0.20650653087192633	0.26679684958972166	0.14413038368710102	1.9978977708503354	0.6077340911044533	1.7845318177910934	0.0048944796030030045	-5204.592939262963	-6552.624720709449	-357.80908825635976
7108000	-12114.336980068478	-369.76076413317696	-11744.5762159353	13.775148224436247	24.036749826359948	0.04716576168123284	7.547762643215792	11.983054877570533	0.3469671774791151	0.1797294420592365	0.20650653087192633	0.26679684958972166	0.14413038368710102	1.9978977708503354	0.5699266431568252	1.8601467136863497	0.005082054478759077	-5199.067810612851	-6545.508405322448	-354.9535259539245
7109000	-12119.638084275386	-372.13105338341757	-11747.50703089197	13.673123156496644	26.67058319729678	0.03674716291591949	7.547762643215792	11.983054877570533	0.3469671774791151	0.1797294420592365	0.20650653087192633	0.26679684958972166	0.12900690132962658	1.9978977708503354	0.5699266431568252	1.8601467136863497	0.0051102360539265175	-5188.035962107899	-6559.471068784071	-357.359771020071
7110000	-12108.978658153736	-368.819028841994	-11740.159629311742	13.786552094877594	27.860247823491935	0.07495590081841226	7.06409936344093	11.77637851501392	0.3469671774791151	0.18773264806703976	0.20650653087192633	0.25879364358191836	0.13652881837683234	1.9978977708503354	0.5624927580294589	1.8750144839410823	0.005191390676702735	-5195.016054656907	-6545.143574654835	-353.7057662542205
7111000	-12114.312101707394	-370.7300867990172	-11743.582014908376	13.781326810597786	31.411539398576537	0.06757208969732882	7.06409936344093	11.77637851501392	0.3469671774791151	0.18773264806703976	0.20650653087192633	0.25879364358191836	0.13652881837683234	1.9978977708503354	0.5720363352353811	1.8559273295292378	0.005191336908986168	-5195.726031035093	-6547.855983873283	-355.5770255807647
7112000	-12134.674759366768	-371.72007598986977	-11762.954683376898	13.972161073451257	37.35652921060641	0.10394846659894581	7.06409936344093	11.77637851501392	0.3469671774791151	0.18773264806703976	0.20650653087192633	0.25879364358191836	0.16311217719051083	1.9978977708503354	0.5813955139794384	1.837208972041123	0.005267325490349448	-5182.526863132854	-6580.427820244044	-355.9351847150126
7113000	-12127.402596037376	-373.7750257842958	-11753.62757025308	13.559134891494516	31.19120092849297	0.046307223370499556	7.06409936344093	11.77637851501392	0.3469671774791151	0.18773264806703976	0.20650653087192633	0.25879364358191836	0.16311217719051083	1.9978977708503354	0.5528503572689243	1.8942992854621514	0.005446443897797232	-5185.8548418506	-6567.7727284024795	-358.76933324974505
7114000	-12123.057709647217	-366.06020063159156	-11756.997509015626	13.504086881180848	32.47999941474501	0.09412075337367821	7.06409936344093	13.038813874656295	0.3469671774791151	0.18773264806703976	0.20650653087192633	0.25879364358191836	0.16019850150336987	1.624380451341943	0.5745973320678526	1.8508053358642949	0.005418832324186963	-5189.385695530042	-6567.611813485584	-351.05144288363135
7115000	-12114.169637560946	-366.42006054821036	-11747.749577012735	13.382560342210423	27.180737901580528	0.061635154159777675	7.06409936344093	13.038813874656295	0.3469671774791151	0.18773264806703976	0.20650653087192633	0.25879364358191836	0.13018733803525598	1.624380451341943	0.5766383356303905	1.846723328739219	0.005348332312550325	-5186.63524113414	-6561.114335878595	-352.0129870426903
7116000	-12111.74077210855	-362.9756988396641	-11748.765073268885	13.325583233330592	32.40045436081714	0.07814322349363946	7.06409936344093	13.038813874656295	0.3469671774791151	0.18773264806703976	0.20650653087192633	0.25879364358191836	0.16284933525068646	1.624380451341943	0.5319455199163229	1.936108960167354	0.005227669031714272	-5185.90784318346	-6562.857230085425	-348.16567163032033
7117000	-12110.346027370904	-367.7173922169546	-11742.62863515395	13.304751517003913	34.7243403162922	0.11725230011576365	7.06409936344093	13.038813874656295	0.3469671774791151	0.18773264806703976	0.20650653087192633	0.25879364358191836	0.16284933525068646	1.624380451341943	0.5415558524892105	1.9168882950215789	0.005297800198245774	-5200.072784049268	-6542.55585110468	-352.40363548607434
7118000	-12113.170062585996	-362.5501479405386	-11750.619914645456	13.300896216077476	25.64284701938944	0.08041447715117726	7.06409936344093	13.038813874656295	0.3469671774791151	0.18773264806703976	0.20650653087192633	0.25879364358191836	0.16284933525068646	1.624380451341943	0.5654645146144545	1.8690709707710909	0.005308960500710931	-5198.321187608534	-6552.298727036922	-347.93791278219624
7119000	-12115.431668723537	-365.40110719688926	-11750.030561526648	13.378750184371897	27.11823642229624	0.050439938855347935	7.06409936344093	13.038813874656295	0.3469671774791151	0.18773264806703976	0.20650653087192633	0.25879364358191836	0.16284933525068646	1.624380451341943	0.5677786301513201	1.8644427396973595	0.005202052462145473	-5196.242511241881	-6553.7880502847665	-351.07328843320903
7120000	-12134.469642887976	-368.7430639738714	-11765.726578914104	13.56832605339147	36.22476697134828	0.09110364220379684	7.06409936344093	13.038813874656295	0.3469671774791151	0.18773264806703976	0.20650653087192633	0.25879364358191836	0.16859860423493825	1.624380451341943	0.5847523428349655	1.8304953143300688	0.005314011297834529	-5192.285794345948	-6573.440784568156	-353.6570597458433
7121000	-12126.685297154138	-368.5751449312947	-11758.110152222844	13.46921372140752	25.909547010902056	0.05102643049865875	7.06409936344093	13.03613545248971	0.3469671774791151	0.18773264806703976	0.20650653087192633	0.25879364358191836	0.16859860423493825	1.7575537077082635	0.5676949232376041	1.8646101535247916	0.005309913133398951	-5203.162782953434	-6554.94736926941	-353.9940675171382
7122000	-12145.18467110975	-368.71061659555994	-11776.47405451419	13.493908555411288	37.71079107023326	0.08496640011609083	7.06409936344093	13.03613545248971	0.3469671774791151	0.18773264806703976	0.20650653087192633	0.25879364358191836	0.16236135830956105	1.7575537077082635	0.5955438546971152	1.8089122906057693	0.005123903295951191	-5203.0048641025105	-6573.469190411681	-353.42333112427536
7123000	-12131.806287042677	-370.05475491662634	-11761.75153212605	13.433803453796255	26.125649251021073	0.0653300091116253	7.06409936344093	13.03613545248971	0.3469671774791151	0.18773264806703976	0.20650653087192633	0.25879364358191836	0.16236135830956105	1.7575537077082635	0.5941839328039215	1.8116321343921569	0.0055850698097937145	-5198.9638995727855	-6562.787632553264	-355.27829270758366
7124000	-12128.272409495317	-367.89846133238336	-11760.373948162935	14.04991158204497	26.487373692281242	0.05381279002687558	7.081052457477028	13.580771029498628	0.3469671774791151	0.18773264806703976	0.20650653087192633	0.25879364358191836	0.16236135830956105	1.7575537077082635	0.5393639972890326	1.9212720054219345	0.005234267961816848	-5205.319272740974	-6555.0546754219595	-353.20184479914275
7125000	-12118.899402902458	-365.12663793546255	-11753.772764966996	13.646971863185346	29.565026054671254	0.06505012975425353	7.081052457477028	13.580771029498628	0.34956189477254823	0.18773264806703976	0.2039118135784932	0.25879364358191836	0.16236135830956105	1.7575537077082635	0.5714212322213141	1.8571575355573713	0.0054132855768842395	-5189.627276923515	-6564.145488043481	-350.17175854080045
7126000	-12136.101449115255	-367.6787508425384	-11768.422698272716	13.303668039582787	22.18155587720386	0.05527606827053236	7.081052457477028	11.614196279110345	0.34555519936507284	0.19173934347451516	0.2039118135784932	0.25879364358191836	0.16236135830956105	1.7575537077082635	0.5755647863199869	1.8488704273600258	0.005275482055956402	-5210.0023108449095	-6558.420387427806	-353.4475514791762
7127000	-12128.93930872037	-371.3090039004289	-11757.63030481994	13.805325473189606	22.618656090011953	0.03298754193376108	7.081052457477028	12.60615752307097	0.34555519936507284	0.19173934347451516	0.2039118135784932	0.25879364358191836	0.16236135830956105	1.7575537077082635	0.5557001181715607	1.888599763656878	0.005179540394889489	-5198.893417040104	-6558.736887779835	-357.15309087539435
7128000	-12129.760249803867	-366.769463675367	-11762.9907861285	13.229906445823882	31.159362914957985	0.1026962562375415	7.081052457477028	12.60615752307097	0.34555519936507284	0.19173934347451516	0.2039118135784932	0.25879364358191836	0.16236135830956105	1.7575537077082635	0.5880763884585902	1.823847223082819	0.005277806036261875	-5194.263141794585	-6568.727644333913	-351.5229430312476
7129000	-12116.396764005192	-365.4523949331855	-11750.944369072007	13.269009441555008	40.14731005474275	0.11223213026237829	7.081052457477028	12.60615752307097	0.35742057292996005	0.17987396990962795	0.2039118135784932	0.25879364358191836	0.18398740994244545	1.7575537077082635	0.6058059861327578	1.788388027734484	0.005287297200996348	-5196.06385238335	-6554.880516688658	-349.804294538094
7130000	-12120.498050491597	-366.8586827126075	-11753.63936777899	13.236299318424948	31.315288438981522	0.09637047433650744	7.081052457477028	13.774394659755654	0.35742057292996005	0.17987396990962795	0.2039118135784932	0.25879364358191836	0.18398740994244545	1.6655721147597469	0.5754530004717509	1.8490939990564979	0.005619999615629384	-5200.380350064018	-6553.2590177149705	-351.5833138479693
7131000	-12126.861011744797	-372.08721848477904	-11754.773793260018	13.432860547401184	24.092561788177196	0.042145812073425194	7.4934627932581135	13.774394659755654	0.35742057292996005	0.17987396990962795	0.2039118135784932	0.25879364358191836	0.1613934169656392	1.6655721147597469	0.5921884117633515	1.8156231764732966	0.005229267105937091	-5199.267127889354	-6555.506665370664	-357.6775069621893
7132000	-12119.08885418097	-372.22079288969206	-11746.86806129128	13.309755508281109	28.651644391731995	0.05926466088568748	7.4934627932581135	13.774394659755654	0.35742057292996005	0.17987396990962795	0.2039118135784932	0.25879364358191836	0.1613934169656392	1.6256873493232287	0.5802869536629908	1.839426092674018	0.004975111855158673	-5195.693715692313	-6551.174345598965	-357.5628029238749
7133000	-12126.26492386295	-370.42133603320264	-11755.843587829746	13.443475512664058	47.69666378195475	0.15272428575064664	7.4934627932581135	13.774394659755654	0.35742057292996005	0.17987396990962795	0.19667803774345094	0.2660274194169606	0.1613934169656392	1.6256873493232287	0.5925396371876992	1.8149207256246012	0.005345881972732901	-5195.105367822491	-6560.738220007256	-354.191161847319
7134000	-12133.36991277762	-366.51193747574877	-11766.857975301871	13.169536317354813	39.22423133146306	0.13674482638376304	6.969167352143746	13.774394659755654	0.35742057292996005	0.17987396990962795	0.19667803774345094	0.2660274194169606	0.15069323311173527	1.734813752234464	0.6080110476593088	1.783977904681382	0.005152359946123933	-5206.0656243665535	-6560.792350935317	-350.5987570775225
