# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Mon Jun 27 09:18:38 BST 2022 [seed=1656317905495]
# -window -working -options
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	exponential.popSize	exponential.growthRate	kappa1	kappa2	frequencies1	frequencies2	frequencies3	frequencies4	alpha	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
947000	-42351.98623935691	-40.709992620574475	-42311.276246736335	0.48343351599850587	2021.919306210029	6.1863880703581335	0.7470697886481142	1.6579299191159453	2.666474466092322	5.523285228006312	0.30103078377759845	0.1794820595344682	0.1936437858514539	0.32584337083647913	0.6216576495138042	0.0012258347872884797	0.0012258347872884804	-42311.276246736335	0.0	-40.89331513175755
948000	-42355.08820432236	-50.202787408635196	-42304.88541691373	0.4759021077946475	2021.9268376182329	6.552940985297939	0.9925117739487144	2.2574345771011637	2.659818284124742	6.123224420652264	0.2959130487273868	0.1794820595344682	0.1987615209016656	0.32584337083647913	0.15728225683277525	0.0010790222509060375	0.0010790222509060375	-42304.88541691373	0.0	-50.30281414441576
949000	-42356.76379499401	-42.97153007866395	-42313.79226491535	0.46449480851348696	2021.9382449175139	6.387474748743449	1.8318797747095634	4.916719445334336	1.7199151552866523	5.321018032455522	0.2955120357963994	0.18347900363008326	0.1987615209016656	0.32224743967185143	0.23969081640580087	0.0011054657692963186	0.0011054657692963184	-42313.79226491535	0.0	-40.20834447271591
950000	-42347.37019883843	-46.56743630388877	-42300.80276253454	0.4361803900798967	2021.9665593359475	6.322190758450208	2.14310209647182	4.582628150778973	1.9718143531702947	5.508343858884059	0.2955120357963994	0.18347900363008326	0.1987615209016656	0.32224743967185143	0.3175537224731931	0.0010519548754319439	0.0010519548754319443	-42300.80276253454	0.0	-43.67744302332929
951000	-42351.414131187965	-48.720367552556205	-42302.693763635405	0.4277301481931158	2021.9750095778343	6.321375549857517	2.418084878898219	5.355364364391494	1.9718143531702947	5.681391044926919	0.2955120357963994	0.18337304175954336	0.1988674827722055	0.32224743967185143	1.3231068704532458	0.0012129245261181501	0.0012129245261181495	-42302.693763635405	0.0	-42.859271636138864
952000	-42356.09584397539	-53.38217364724934	-42302.713670328136	0.42944635639192935	2021.9732933696355	6.520211036422751	2.618942119126246	5.541736019965043	2.4548213765129145	5.156003814200466	0.2955469211512179	0.18207956776469136	0.19847966258259228	0.32389384850149816	0.2714136060162962	9.776913428684946E-4	9.776913428684948E-4	-42302.713670328136	0.0	-49.331077065248
953000	-42378.795525272835	-61.0499723999192	-42317.74555287292	0.45942461455308864	2021.9433151114742	6.743211523186851	2.8889315538875078	6.360033227623772	3.3860223426730944	8.021174492387635	0.3012897895267867	0.18207956776469136	0.19273679420702347	0.32389384850149816	0.5277816428244024	0.0012150027429653155	0.0012150027429653166	-42317.74555287292	0.0	-54.52767112399301
954000	-42363.140636823504	-59.01589536480701	-42304.1247414587	0.4538103731132516	2021.948929352914	6.790485274789152	4.413577601890289	6.678447551779736	2.7161239693826746	6.59549704661147	0.3012897895267867	0.18242937500771153	0.1923869869640033	0.32389384850149816	0.49189293413148644	0.001100956032615681	0.001100956032615681	-42304.1247414587	0.0	-52.396034598501814
955000	-42370.83681479585	-52.8302766980775	-42318.006538097776	0.547420438322123	2021.8553192877052	6.790541501369362	4.146495732625379	7.120835854046077	3.343940046420217	5.789859919562153	0.2970454874394156	0.1850348889939052	0.19402577506518068	0.32389384850149816	0.49189293413148644	0.0010723122506399213	0.0010723122506399213	-42318.006538097776	0.0	-45.81000947613244
956000	-42361.791895876566	-57.882569050480015	-42303.909326826084	0.4777047274829439	2021.9250349985446	6.865099806161218	4.020010365458423	7.317362980989411	2.9008425672167495	6.282176827664432	0.2970454874394156	0.1850348889939052	0.19402577506518068	0.32389384850149816	0.3699907716830671	9.738458158557647E-4	9.738458158557637E-4	-42303.909326826084	0.0	-50.97412792849107
957000	-42357.530161126415	-59.82866517514816	-42297.70149595127	0.47428817039259785	2021.9284515556349	6.95621309869674	3.758646024460039	6.528559382785662	2.955442228224694	5.544095341106645	0.29903923562932966	0.18104888969502417	0.1945298632394613	0.3253820114361845	0.13031531203861427	0.0010946555951679435	0.001094655595167943	-42297.70149595127	0.0	-54.418925080458095
958000	-42362.94939881422	-62.35586913206584	-42300.593529682155	0.4757529450532052	2021.9269867809742	7.026054603063668	3.3793195017245514	6.049307891748918	2.611662852206777	6.364176034944626	0.29903923562932966	0.18104888969502417	0.1945298632394613	0.3253820114361845	0.38126044055557556	0.0010887011544039428	0.0010887011544039426	-42300.593529682155	0.0	-56.948840985579366
959000	-42359.43591671694	-59.81401741072964	-42299.62189930621	0.4536087262461121	2021.9491309997813	6.865526184311973	6.354139178674691	7.939526241402944	2.611662852206777	4.695663753844263	0.29903923562932966	0.18078880761819674	0.1945298632394613	0.32564209351301193	0.2737555217048334	0.0010281535256720217	0.001028153525672021	-42299.62189930621	0.0	-52.54388355745809
960000	-42359.87898133026	-48.09348268878233	-42311.785498641475	0.4580367282807113	2021.9447029977468	6.496704967678947	3.474501853748267	6.553910872910412	2.394008165095671	6.424462466401936	0.29611506037196894	0.18371298287555743	0.1945298632394613	0.32564209351301193	0.11626044712163658	0.00107153702142834	0.0010715370214283398	-42311.785498641475	0.0	-42.753226896149535
961000	-42348.62890528336	-47.92447024664317	-42300.704435036714	0.46818205904634214	2021.9345576669812	6.440102708978452	3.982447352389031	7.035137012546823	2.394008165095671	5.16365429521963	0.296058284969133	0.18371298287555743	0.1945298632394613	0.3256988689158479	0.051909727238299334	0.0010389937728979522	0.0010389937728979522	-42300.704435036714	0.0	-42.420498999512866
962000	-42360.91014951558	-50.75254350867953	-42310.1576060069	0.44931736727478855	2021.9534223587527	6.453208311994783	4.630419967914721	7.490479419483692	1.9887094553588143	4.875969854157128	0.296058284969133	0.1831066990979485	0.1945298632394613	0.32630515269345683	0.1325411454592544	0.001322740610788947	0.0013227406107889467	-42310.1576060069	0.0	-44.66910434977587
963000	-42347.282426917554	-43.17665624939929	-42304.10577066815	0.4261310632441623	2021.9766086627833	6.037915539093108	6.454179699082079	9.104236676678504	1.8604724132303474	5.114544888431073	0.29734446723238295	0.18226777766391536	0.1976976185174146	0.32269013658628676	0.11469923422050635	0.001256193902174786	0.0012561939021747846	-42304.10577066815	0.0	-35.18786477075426
964000	-42344.325972820436	-39.97285986595846	-42304.35311295448	0.4116594121518229	2021.9910803138757	5.984486762117863	5.736264007057803	8.369695376423822	3.0874876689404784	5.177894850630335	0.30059952335546664	0.1818887379377472	0.19674555753698184	0.320766181169804	0.11469923422050635	0.001194264770251018	0.0011942647702510203	-42304.35311295448	0.0	-32.36742779220729
965000	-42345.44277564357	-44.89299796883461	-42300.549777674736	0.4331088576765892	2021.9696308683508	6.102648487986421	9.061643392034794	10.452062512488933	2.095755043186565	5.177894850630335	0.29996203138370864	0.1818887379377472	0.19674555753698184	0.321403673141562	0.18550459773728614	0.0012044255332954003	0.0012044255332953999	-42300.549777674736	0.0	-34.9753080499468
966000	-42346.32418663826	-46.22431790729651	-42300.09986873096	0.46203919498217305	2021.9407005310452	6.169670792415928	9.954571196066592	10.901698591693242	2.095755043186565	4.5263127674736765	0.30026184281858526	0.1818887379377472	0.1945877819302529	0.32326163731341434	0.18682450539160125	0.0011297417687475381	0.0011297417687475386	-42300.09986873096	0.0	-35.95701807344654
967000	-42336.6710153765	-41.96543921236815	-42294.70557616413	0.4389074925476563	2021.9638322334797	6.024077277689611	8.749191880853674	10.827908432668064	2.5085733232377847	5.983492404338591	0.30026184281858526	0.1818887379377472	0.1945877819302529	0.32326163731341434	0.34802034320029096	0.0012035830984873188	0.0012035830984873182	-42294.70557616413	0.0	-31.010981326630453
968000	-42340.500551986384	-38.887839358020614	-42301.61271262836	0.44506894667119173	2021.9576707793562	6.053785226805335	8.128160764454993	10.326073155080822	2.694535216233395	5.456170465790102	0.29673368444876663	0.18294234767715478	0.19355415759346972	0.3267698102806086	0.4640955995593087	0.00121124539424272	0.0012112453942427202	-42301.61271262836	0.0	-28.341750207695647
969000	-42348.28676040342	-48.332429569952225	-42299.95433083347	0.40330605472077075	2021.9994336713066	6.24174416059859	10.477543390039047	10.764485821485875	2.661911791881511	5.796625506016794	0.2968797179781559	0.18229886756924923	0.19355415759346972	0.3272672568591249	0.7165794747060239	0.0010361840905399732	0.0010361840905399738	-42299.95433083347	0.0	-36.53409130282156
970000	-42350.716100289916	-44.61475093826903	-42306.101349351644	0.39642609855095035	2022.0063136274764	6.188760829481351	6.546385218036169	9.480980684754101	3.1558062111345198	6.406023429416436	0.29512473175061493	0.1841571956255105	0.20208299103710442	0.3186350815867699	1.012391521185315	0.0011914707591619436	0.001191470759161944	-42306.101349351644	0.0	-33.63214455000362
971000	-42352.08926093526	-38.2032220686387	-42313.88603886662	0.4004318470477233	2022.0023078789798	6.098872931188623	7.069510237944037	10.48719910038673	1.6372845708004684	5.308128906309488	0.29962941582372976	0.18467646446122904	0.1930367314179021	0.32265738829713886	0.8070473534598537	0.00131576499120193	0.001315764991201932	-42313.88603886662	0.0	-27.37760556851135
972000	-42337.85563403247	-37.225281236317485	-42300.63035279616	0.44907602734383734	2021.9536636986836	6.149809756263993	5.346471232374933	8.794494512629027	2.8608912488703813	6.699704840750326	0.29962941582372976	0.18467646446122904	0.1930367314179021	0.32265738829713886	0.36941016091022794	0.001139274067523886	0.0011392740675238862	-42300.63035279616	0.0	-28.460573564172584
973000	-42334.64352942024	-36.397501897515646	-42298.24602752272	0.4532204213370237	2021.9495193046905	6.117428688440391	5.2153124696859585	8.88601711663096	2.8608912488703813	5.867662741341791	0.2997885007480667	0.18467646446122904	0.1930367314179021	0.32249830337280194	0.7695882833048622	0.0011772260368593643	0.0011772260368593643	-42298.24602752272	0.0	-26.96328404073542
974000	-42338.31918131087	-37.09855458337057	-42301.2206267275	0.41931604307603465	2021.9834236829515	6.015258451602827	4.888584662623451	8.68896036048094	2.8608912488703813	6.403138383450827	0.2997885007480667	0.18422331831233554	0.1934898775667956	0.32249830337280194	0.3049487992633554	0.0011332205998603182	0.0011332205998603182	-42301.2206267275	0.0	-28.729420091375662
975000	-42347.64756257764	-30.549222801518596	-42317.098339776116	0.4462070477511782	2021.9565326782763	5.9526737738402655	5.48688810034472	9.100164359654368	2.9129798014073063	5.359841689266909	0.29542765492801726	0.18325853358418148	0.1960666420228894	0.32524716946491156	0.18215604471302482	0.0011898648639115884	0.0011898648639115895	-42317.098339776116	0.0	-22.13637963950352
976000	-42363.18546884097	-40.4356974550612	-42322.74977138591	0.4263602725242913	2021.9763794535031	6.001701167729382	5.080181288553875	8.763619888800054	2.8999682994828904	6.676739369867595	0.30136697730257533	0.18325853358418148	0.1960666420228894	0.3193078470903535	0.4454567067886448	0.001073514538844623	0.0010735145388446226	-42322.74977138591	0.0	-31.59920040289255
977000	-42351.45887504316	-41.41957249214376	-42310.03930255101	0.4530662387312215	2021.9496734872962	6.14927269709838	4.9012473394985845	8.115190015561645	2.4877240513020054	6.844141392472877	0.2956541232056917	0.18259241661798103	0.2003769950196963	0.3213764651566307	0.8638601847130617	0.0012878633129690272	0.001287863312969027	-42310.03930255101	0.0	-32.50478100608681
978000	-42339.848111136416	-37.37989753422503	-42302.468213602195	0.4063286865382945	2021.9964110394892	6.029006571413548	5.282919766829259	8.9317116245115	1.6085710075546753	5.514642924927705	0.2956541232056917	0.18509259898084757	0.19787681265682977	0.3213764651566307	0.4328904822823684	0.00129607865596438	0.0012960786559643798	-42302.468213602195	0.0	-29.11228787729118
979000	-42340.910813917995	-37.44705064970581	-42303.463763268286	0.4064427373119787	2021.9962969887154	6.045051594231302	5.486454431736288	9.097437398533463	2.536535982705449	5.514642924927705	0.29602359251718513	0.18230102804459264	0.1944981614769193	0.32717721796130267	0.15571840488095803	0.0012498756915513326	0.0012498756915513332	-42303.463763268286	0.0	-29.1739666015377
980000	-42355.17313716109	-45.371411622376165	-42309.80172553871	0.4009986847883968	2022.001741041239	6.133285313021326	4.684246636730372	7.768754521761278	2.382983818046638	5.451464791969518	0.2991016861834342	0.18395402031588076	0.1897670755393821	0.32717721796130267	0.0742782906256557	0.0011593992458928221	0.0011593992458928221	-42309.80172553871	0.0	-38.84161196631124
981000	-42345.595810883955	-44.50271474369671	-42301.093096140256	0.4040627214537982	2021.9986770045737	6.055319571024757	7.336715507080115	9.113033773044213	3.0050804710428274	6.447531808934845	0.3009593654170751	0.18395402031588076	0.1939521750351681	0.32113443923187585	0.01852662458707496	0.001254833887580551	0.0012548338875805517	-42301.093096140256	0.0	-35.7904994613799
982000	-42348.35101152306	-42.57784188378951	-42305.77316963927	0.41949931131359053	2021.983240414714	6.156603357477884	7.89127064570197	9.654111572379634	1.880363995813441	4.836053295893677	0.2990000425731065	0.18591334315984936	0.1939521750351681	0.32113443923187585	0.32139235462986304	0.0011934093185785389	0.0011934093185785389	-42305.77316963927	0.0	-33.50841986359159
983000	-42355.40933608537	-45.02493065810575	-42310.38440542727	0.411824403964369	2021.990915322063	6.143732886826008	6.893287782601784	9.549761514476291	3.0534080493177282	6.155649820990848	0.2948569930595989	0.18233551097812606	0.19696005507549777	0.3258474408867771	0.13235864470057215	0.0011868254643281383	0.001186825464328138	-42310.38440542727	0.0	-35.77987367487183
984000	-42359.16771775504	-52.727078703299966	-42306.44063905174	0.4418623488116336	2021.9608773772159	6.4532229633771205	8.679060289969474	10.061710479010703	1.6316474441541704	4.101887385233185	0.2948569930595989	0.18233551097812606	0.19696005507549777	0.3258474408867771	0.13235864470057215	0.0011520691953896287	0.0011520691953896282	-42306.44063905174	0.0	-43.858765339210514
985000	-42361.50552723794	-61.21582750824105	-42300.2896997297	0.4432849954600482	2021.9594547305674	6.663069862420073	7.9454853981233855	9.651870702331253	2.2650184062175307	7.436784182507482	0.29607438152302595	0.1812687253979361	0.19802684065568774	0.32463005242335	0.12022446608441746	0.001240188473594573	0.0012401884735945715	-42300.2896997297	0.0	-51.732420906657836
986000	-42367.00303412314	-60.78856220053101	-42306.214471922605	0.4778392957689652	2021.9249004302585	6.634789059483954	8.759237172629094	9.672734976188945	3.058330798087308	7.16803777587385	0.29607438152302595	0.1812687253979361	0.19802684065568774	0.32463005242335	0.44817494631929894	0.0011522630930338924	0.0011522630930338928	-42306.214471922605	0.0	-50.31413572108548
987000	-42362.569123506895	-57.29055414224955	-42305.278569364644	0.4422075174815349	2021.9605322085458	6.385147236262712	10.095965044170905	10.47887871881036	3.058330798087308	6.406293202417954	0.2987256118892408	0.18632923318890038	0.19428565697578248	0.3206594979460762	0.11418728914725856	9.852371482606285E-4	9.852371482606298E-4	-42305.278569364644	0.0	-46.72544821677136
988000	-42344.476260549636	-51.804451005059214	-42292.671809544576	0.4008715166658868	2022.0018682093616	6.2862492074251435	6.754096099197258	8.765495435067463	2.2108487656569005	6.7677707447636575	0.29939897427608714	0.18448195135032083	0.19608439933779098	0.32003467503580085	0.6455268975985946	0.0010413237048445578	0.0010413237048445584	-42292.671809544576	0.0	-42.52059619591113
989000	-42335.07926276331	-41.450227202830845	-42293.62903556048	0.41901922479418807	2021.9837205012332	6.067702438815568	8.290587943669227	10.128515440009982	2.9497281891343974	6.414403499866305	0.29939897427608714	0.18448195135032083	0.19608439933779098	0.32003467503580085	0.0235498614265729	0.0011975732613052216	0.001197573261305221	-42293.62903556048	0.0	-31.630871298590943
990000	-42349.681999595254	-44.523149296803325	-42305.15885029845	0.4173926704531621	2021.9853470555743	6.105007882800931	7.008985532335229	9.5288509721819	2.126923802616388	4.99522227053511	0.29949982324719093	0.182144911081177	0.19608439933779098	0.3222708663338409	0.0235498614265729	0.0010336555465142929	0.0010336555465142927	-42305.15885029845	0.0	-36.16770768406141
991000	-42343.060885603314	-41.99280964349062	-42301.068075959825	0.41086660864291075	2021.9918731173846	6.221355223219016	6.599840968279603	9.324521852842707	2.4467011780516232	5.1478912807422414	0.29861665300462625	0.18222780653071277	0.19626726661034355	0.32288827385431723	0.28412324227242625	0.0012714664147088306	0.001271466414708831	-42301.068075959825	0.0	-33.17794734775421
992000	-42350.01378485173	-38.91797000301415	-42311.09581484872	0.44313141927182514	2021.9596083067556	6.147922435621171	5.279978477554853	8.860931530358604	1.54219744500114	4.8966217787307205	0.29622818447195537	0.18570950368544178	0.19735358991536348	0.3207087219272392	0.01993776068422519	0.0010675964502956344	0.0010675964502956338	-42311.09581484872	0.0	-31.784723896181603
993000	-42336.560542151245	-31.871996864603105	-42304.68854528664	0.4387975298647422	2021.9639421961626	6.013634597194893	4.287886221464117	8.363452971268153	3.1490891486810013	6.571268297326436	0.29622818447195537	0.18570950368544178	0.19735358991536348	0.3207087219272392	0.021237366693528117	0.0012902309399012767	0.0012902309399012773	-42304.68854528664	0.0	-24.351243601339416
994000	-42342.439736826236	-28.465925596390473	-42313.973811229844	0.4764273096293704	2021.926312416398	6.054717133588684	6.834527959105737	9.594789160167785	3.292936480521771	5.609027913667146	0.30087734538855776	0.18186592383581113	0.1965480088483917	0.3207087219272392	0.012776942460616473	0.0011551927681250273	0.001155192768125027	-42313.973811229844	0.0	-19.484880755183763
995000	-42348.020543976905	-36.46414502783712	-42311.55639894907	0.42181109385487187	2021.9809286321727	6.086839587179725	10.388457053362472	11.573642429273004	2.6591410617808977	6.53566776638614	0.30087734538855776	0.18267053424639343	0.19574339843780938	0.3207087219272392	0.005527030148177439	0.0011467285492366688	0.0011467285492366699	-42311.55639894907	0.0	-25.095446527270454
996000	-42339.25826874921	-37.29123726986009	-42301.96703147935	0.43283664570874275	2021.9699030803188	6.206928228975578	7.818075336665274	9.861150182581202	2.79658340658205	5.462287910541564	0.29765089748319606	0.18513206069751095	0.19650831989205358	0.3207087219272392	0.03747562748041137	0.0011579190783705296	0.001157919078370529	-42301.96703147935	0.0	-28.0730235720786
997000	-42342.4689001985	-41.34454792486904	-42301.12435227363	0.4569684953579127	2021.9457712306696	6.313006121530696	7.278352353290257	9.536524073059082	2.18425334701931	6.864039242678446	0.30421192077615467	0.17992481021029444	0.1951545470863115	0.3207087219272392	0.2124896970519157	0.001105382381216414	0.0011053823812164141	-42301.12435227363	0.0	-32.06430596690209
998000	-42356.958217123705	-55.621814466885155	-42301.33640265682	0.4547879318885179	2021.947951794139	6.738225793635954	9.009358579010915	9.586722332408824	2.4839975194845554	6.486189510791772	0.2977550204302821	0.17992481021029444	0.19606771930076902	0.3262524500586543	0.0897377040437443	0.0010981610161031263	0.0010981610161031263	-42301.33640265682	0.0	-46.29752974726251
999000	-42352.21856898527	-52.349210339723015	-42299.86935864555	0.4842173991126515	2021.9185223269149	6.589114235628102	14.48205892147795	11.714705807944512	2.4839975194845554	5.984656514098558	0.3035208630975859	0.18287404092012244	0.18941107296816914	0.32419402301412237	0.05102098609183223	0.001204350718839908	0.001204350718839908	-42299.86935864555	0.0	-40.606863363130344
1000000	-42348.58845947676	-44.769771675288965	-42303.818687801475	0.4474745824447992	2021.9552651435827	6.403993358261603	12.308904839944585	11.359151884111203	2.4839975194845554	7.732526238436889	0.3035208630975859	0.1812718755228731	0.19101323836541848	0.32419402301412237	0.20907927642707924	0.001085947236915215	0.0010859472369152145	-42303.818687801475	0.0	-32.83996689998111
1001000	-42346.64452854523	-43.16427820007761	-42303.48025034515	0.43761951045271974	2021.9651202155746	6.238964694587642	12.840115569779993	11.602894523401737	2.872127945278362	7.732526238436889	0.29768660774503913	0.18710613087541988	0.19101323836541848	0.32419402301412237	0.7371476628020731	0.001099016938047645	0.001099016938047646	-42303.48025034515	0.0	-29.747579605778512
1002000	-42347.478662492926	-48.475146156663314	-42299.00351633626	0.42512557167175496	2021.9776141543557	6.285423355375929	15.083591652602975	12.406005068713501	2.8906369408261074	5.618879317730273	0.30361259077180747	0.18118014784865152	0.19101323836541848	0.32419402301412237	0.7371476628020731	0.0011071379494962065	0.0011071379494962067	-42299.00351633626	0.0	-34.58712052601332
1003000	-42347.92056741151	-48.01219375606839	-42299.90837365544	0.4468418980921065	2021.9558978279354	6.3785121016953745	9.519533559328647	9.94142237793206	1.7016030941470046	5.952182928047662	0.2999364671924671	0.1784641785155225	0.19464550889980864	0.3269538453922016	0.7371476628020731	0.0010981724541889327	0.0010981724541889327	-42299.90837365544	0.0	-37.425363455965204
1004000	-42348.29320652328	-45.78690448107296	-42302.50630204221	0.3999323092599821	2022.0028074167674	6.205393573308408	8.092339978190061	10.47531926765528	3.528992088345927	7.042730372203313	0.2999364671924671	0.17660194832399922	0.1965077390913319	0.3269538453922016	0.5236807727064331	0.0011909947224001112	0.0011909947224001097	-42302.50630204221	0.0	-34.29940825726842
1005000	-42344.23388641471	-40.864416312914926	-42303.369470101796	0.42264774092088936	2021.9800919851066	6.268893226586251	8.402886903343958	10.303414390541771	3.528992088345927	6.098743899516173	0.2999364671924671	0.17659149317603112	0.1965181942393	0.3269538453922016	0.06354453262081114	0.0010447862329515845	0.0010447862329515847	-42303.369470101796	0.0	-30.673645227104313
1006000	-42355.09553173649	-38.60971193954663	-42316.485819796944	0.48249848919829147	2021.9202412368293	6.399944666342266	6.322341788074114	9.258133434039955	3.528992088345927	7.102558766139008	0.3024764638820234	0.17741986555381833	0.19927654206497544	0.32082712849918266	0.31916309306703877	0.0010992990281979411	0.001099299028197941	-42316.485819796944	0.0	-28.99493844861082
1007000	-42358.71739042058	-34.48328225460466	-42324.234108165976	0.4786875615999645	2021.9240521644274	6.139728381269269	5.457383513975739	9.100239068512588	3.461351148416049	7.102558766139008	0.3024764638820234	0.17741986555381833	0.19927654206497544	0.32082712849918266	0.31916309306703877	0.0012204422987278475	0.0012204422987278473	-42324.234108165976	0.0	-25.176622438569627
1008000	-42358.038502307856	-39.176214349452906	-42318.8622879584	0.43903394550318364	2021.9637057805242	6.257932457822874	6.569229082005723	9.063803740798726	2.423652335854137	7.102558766139008	0.3006897782957923	0.18145369540962442	0.19193127168985774	0.32592525460472543	0.07799654834291288	0.0011041658310466287	0.0011041658310466274	-42318.8622879584	0.0	-30.592627426643254
1009000	-42355.87104713467	-36.3750328155578	-42319.49601431911	0.43824317794261153	2021.9644965480848	6.252044543151291	9.008461472267447	10.85666635209208	2.423652335854137	5.13954870817312	0.3021305162228415	0.18145369540962442	0.19222951054329113	0.32418627782424286	0.07799654834291288	0.0011497927735132545	0.0011497927735132543	-42319.49601431911	0.0	-26.165871385575304
1010000	-42353.24736037698	-37.38060903433522	-42315.86675134265	0.46927982772262944	2021.9334598983048	6.280597590254861	10.664369504423501	11.254464131780185	2.9300028584483697	6.361674935032401	0.3021305162228415	0.18145369540962442	0.19222951054329113	0.32418627782424286	0.27836438198608826	0.0011779477266678818	0.0011779477266678814	-42315.86675134265	0.0	-25.69738706542306
1011000	-42349.900266895915	-48.490869302315296	-42301.4093975936	0.43189281152726194	2021.9708469145003	6.47930627768421	9.18889051398195	10.292341815800189	1.9569387995840553	4.697447976439681	0.30038066084418874	0.1843747535122608	0.1964491796654846	0.31879540597806577	0.27836438198608826	0.001081977989359784	0.0010819779893597831	-42301.4093975936	0.0	-38.740897838274776
1012000	-42352.630053440815	-48.92133680895672	-42303.70871663186	0.4476948771162511	2021.9550448489113	6.461760711880492	8.320002789662494	9.733151050055149	1.9454962069602144	4.697447976439681	0.29775264442482896	0.1843747535122608	0.1964491796654846	0.32142342239742555	0.28849593879988233	0.0012088926540186925	0.0012088926540186919	-42303.70871663186	0.0	-39.79578771359331
1013000	-42346.7326605868	-52.291936135866166	-42294.440724450935	0.41958087358378	2021.9831588524437	6.505090678445722	6.530286615197783	9.134994911592468	2.0921572256706815	5.402499506123468	0.29775264442482896	0.1843747535122608	0.19279131589223372	0.32508128617067644	0.6313013988497451	9.683527981026143E-4	9.68352798102614E-4	-42294.440724450935	0.0	-43.08859266378378
1014000	-42358.55746252175	-49.06938996125099	-42309.488072560496	0.42518370721886484	2021.9775560188086	6.471474809088059	5.786063974310581	8.708536848510356	2.238339358642079	5.603855340085647	0.29349854096259675	0.1843747535122608	0.2010409814930726	0.32108572403206975	0.09933070768108479	9.869673610322898E-4	9.869673610322907E-4	-42309.488072560496	0.0	-41.367070948578096
1015000	-42358.035108003685	-57.87155903912415	-42300.16354896456	0.4147745682841378	2021.9879651577432	6.69810412030962	7.280605118775278	8.99484364801469	3.799116783502575	7.445755727766632	0.2946768550671725	0.183196439407685	0.2010409814930726	0.32108572403206975	0.5699583992931146	0.0011775501511926997	0.0011775501511927	-42300.16354896456	0.0	-47.70180225169532
1016000	-42354.73737973797	-50.91251433926768	-42303.8248653987	0.45004502603349883	2021.952694699994	6.5514162008204995	5.358903846425679	7.873933671295966	1.7338312895339612	4.840289147036564	0.2946768550671725	0.18223848521722422	0.19990428061185836	0.32318037910374475	0.046739403947838584	0.0010947767381070865	0.0010947767381070859	-42303.8248653987	0.0	-44.6324770700853
1017000	-42351.578667522364	-49.984082139617335	-42301.59458538275	0.4527491361608629	2021.9499905898665	6.580366071635316	4.424680177397987	7.40538503418191	2.5948991562080623	7.4367963642118	0.29576680840763236	0.18223848521722422	0.19790540067267784	0.3240893057024654	0.11577515040269933	0.0011659135105949552	0.0011659135105949543	-42301.59458538275	0.0	-43.230537691606465
1018000	-42348.857583159566	-49.640902801249126	-42299.21668035832	0.4374163127277628	2021.9653234132998	6.505270854087747	3.766435919730522	7.292202775393973	2.5948991562080623	6.483675070560027	0.2996925998071886	0.1796166061118423	0.1939796092731216	0.32671118480784733	0.08500422106466021	0.0010614400654379564	0.0010614400654379572	-42299.21668035832	0.0	-43.45450370839013
1019000	-42340.29057697643	-43.81677831047681	-42296.47379866595	0.4505382541579604	2021.9522014718696	6.34957505268277	3.8604065662549987	7.354212871441758	1.948801510807821	5.845504802110795	0.29666776606182116	0.1855756993420557	0.19653877089511484	0.32121776370100813	0.39123830367020795	0.0011307281562051054	0.0011307281562051056	-42296.47379866595	0.0	-37.33400930667452
1020000	-42360.40984941535	-50.157574755499745	-42310.252274659855	0.41350091560957913	2021.9892388104179	6.384658551665738	4.227963491595235	7.90902836231794	2.0820001094236558	3.691092388730315	0.29666776606182116	0.1855756993420557	0.1979638530355433	0.31979268156057966	0.7055884308584766	0.0011770161867049537	0.0011770161867049537	-42310.252274659855	0.0	-42.95719145432417
1021000	-42358.498495547836	-45.55150287581555	-42312.94699267202	0.4192130664222333	2021.983526659605	6.273910928559668	3.564094639136515	7.228491764010367	3.718828551374082	8.086312351253483	0.29666776606182116	0.187393719741393	0.19186777556460133	0.3240707386321844	0.3768533831870717	0.001208373188873387	0.0012083731888733868	-42312.94699267202	0.0	-38.13052434075146
1022000	-42359.49433353492	-40.25612433511593	-42319.23820919981	0.42063559394635214	2021.982104132081	6.093850755688895	4.115085741902243	7.020061318552283	3.8111203043953776	8.086312351253483	0.301299710779226	0.187393719741393	0.19186777556460133	0.31943879391477953	0.009701959216983608	0.0011594740472078012	0.0011594740472078023	-42319.23820919981	0.0	-33.61349925841961
1023000	-42347.81539929883	-38.8248275184124	-42308.990571780414	0.46675142885564946	2021.935988297172	6.207378956340686	5.3571072679391	8.492131938390145	2.7831239266865127	5.835730714710965	0.3012785779574932	0.1829804315018209	0.19188890838633413	0.32385208215435163	0.009701959216983608	0.0011726908855931785	0.0011726908855931788	-42308.990571780414	0.0	-31.314588471842924
1024000	-42353.915977335426	-55.84248222938409	-42298.073495106044	0.4296510769272443	2021.9730886491002	6.5520543636608055	6.3476166169542765	8.206106764560522	2.7831239266865127	6.180781800862106	0.3012785779574932	0.1829804315018209	0.19188890838633413	0.32385208215435163	0.12242146162690083	0.001056918792601427	0.0010569187926014261	-42298.073495106044	0.0	-48.1498755883759
